season,round,days_from_epoch,game_date,day,win_seed,win_region,win_market,win_name,win_alias,win_team_id,win_school_ncaa,win_code_ncaa,win_kaggle_team_id,win_pts,lose_seed,lose_region,lose_market,lose_name,lose_alias,lose_team_id,lose_school_ncaa,lose_code_ncaa,lose_kaggle_team_id,lose_pts,num_ot,academic_year
2000,16,11040,2000-03-24,Friday,03,W,Oklahoma State,Cowboys,OKST,8ab00d43-840a-4c96-bdee-bf88fa6e3f11,Oklahoma St.,521,1329,68,10,W,Seton Hall,Pirates,HALL,aef5e386-d8e8-460c-8014-3a2f090fd988,Seton Hall,635,1371,66,0,1999
2000,64,11033,2000-03-17,Friday,03,W,Oklahoma State,Cowboys,OKST,8ab00d43-840a-4c96-bdee-bf88fa6e3f11,Oklahoma St.,521,1329,86,14,W,Hofstra,Pride,HOF,36ca2008-cd2e-4549-8b3b-c745167e07f3,Hofstra,283,1220,66,0,1999
2003,64,12132,2003-03-21,Friday,06,W,Oklahoma State,Cowboys,OKST,8ab00d43-840a-4c96-bdee-bf88fa6e3f11,Oklahoma St.,521,1329,77,11,W,Pennsylvania,Quakers,PENN,e6c94452-1adf-4fb9-90e5-10f165c57c5a,Penn,540,1335,63,0,2002
1991,32,7744,1991-03-16,Saturday,03,W,Oklahoma State,Cowboys,OKST,8ab00d43-840a-4c96-bdee-bf88fa6e3f11,Oklahoma St.,521,1329,73,06,W,North Carolina State,Wolfpack,NCST,52df1e19-b142-4a76-a439-ad68455d0581,NC State,490,1301,64,0,1990
1994,64,8841,1994-03-17,Thursday,11,W,Pennsylvania,Quakers,PENN,e6c94452-1adf-4fb9-90e5-10f165c57c5a,Penn,540,1335,90,06,W,Nebraska,Cornhuskers,NEB,f8b1bf00-5b73-4ac4-98c0-ec554027ae32,Nebraska,463,1304,80,0,1993
2000,64,11033,2000-03-17,Friday,11,W,Pepperdine,Waves,PEPP,17479d6f-c8f1-458b-9412-8c76279a2bb4,Pepperdine,541,1337,77,06,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,57,0,1999
2009,16,14329,2009-03-26,Thursday,01,W,Pittsburgh,Panthers,PITT,24051034-96bb-4f78-a3a6-312f3258780f,Pittsburgh,545,1338,60,04,W,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,55,0,2008
2009,64,14323,2009-03-20,Friday,01,W,Pittsburgh,Panthers,PITT,24051034-96bb-4f78-a3a6-312f3258780f,Pittsburgh,545,1338,72,16,W,East Tennessee State,Buccaneers,ETSU,d750d88f-f7b8-4bc3-a5f6-36e7a67ec93e,ETSU,198,1190,62,0,2008
2009,32,14325,2009-03-22,Sunday,01,W,Pittsburgh,Panthers,PITT,24051034-96bb-4f78-a3a6-312f3258780f,Pittsburgh,545,1338,84,08,W,Oklahoma State,Cowboys,OKST,8ab00d43-840a-4c96-bdee-bf88fa6e3f11,Oklahoma St.,521,1329,76,0,2008
1998,64,10297,1998-03-12,Thursday,05,W,Princeton,Tigers,PRIN,fe406882-9f22-495e-9df6-ef357a6803c6,Princeton,554,1343,69,12,W,UNLV,Rebels,UNLV,68a3227f-677f-43b0-9a3a-cad79d0df9e2,UNLV,465,1424,57,0,1997
2016,64,16877,2016-03-17,Thursday,09,W,Providence,Friars,PROV,7d3b9c72-cbdd-4b64-9aa3-a5bde9b75fdc,Providence,556,1344,70,08,W,USC,Trojans,USC,3a000455-de7c-4ca8-880e-abdce7f21da9,Southern California,657,1425,69,0,2015
1998,64,10297,1998-03-12,Thursday,14,W,Richmond,Spiders,RICH,9b66e1e0-aace-4671-9be2-54c8acf5ecfc,Richmond,575,1350,62,03,W,South Carolina,Gamecocks,SCAR,1c7ec608-3b36-4cee-adac-9265e3792597,South Carolina,648,1376,61,0,1997
1988,32,6653,1988-03-20,Sunday,13,W,Richmond,Spiders,RICH,9b66e1e0-aace-4671-9be2-54c8acf5ecfc,Richmond,575,1350,59,05,W,Georgia Tech,Yellow Jackets,GT,0f63a6f5-bda7-4fd9-9271-8d33f555ca19,Georgia Tech,255,1210,55,0,1987
1988,64,6651,1988-03-18,Friday,13,W,Richmond,Spiders,RICH,9b66e1e0-aace-4671-9be2-54c8acf5ecfc,Richmond,575,1350,72,04,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,69,0,1987
1991,64,7742,1991-03-14,Thursday,15,W,Richmond,Spiders,RICH,9b66e1e0-aace-4671-9be2-54c8acf5ecfc,Richmond,575,1350,73,02,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,69,0,1990
2017,64,17242,2017-03-17,Friday,07,W,South Carolina,Gamecocks,SCAR,1c7ec608-3b36-4cee-adac-9265e3792597,South Carolina,648,1376,93,10,W,Marquette,Golden Eagles,MARQ,06f7c904-0ac7-4125-b0f4-f4871bb69057,Marquette,387,1266,73,0,2016
2017,16,17249,2017-03-24,Friday,07,W,South Carolina,Gamecocks,SCAR,1c7ec608-3b36-4cee-adac-9265e3792597,South Carolina,648,1376,70,03,W,Baylor,Bears,BAY,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf,Baylor,51,1124,50,0,2016
2017,32,17244,2017-03-19,Sunday,07,W,South Carolina,Gamecocks,SCAR,1c7ec608-3b36-4cee-adac-9265e3792597,South Carolina,648,1376,88,02,W,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,81,0,2016
2017,8,17251,2017-03-26,Sunday,07,W,South Carolina,Gamecocks,SCAR,1c7ec608-3b36-4cee-adac-9265e3792597,South Carolina,648,1376,77,04,W,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,70,0,2016
1995,64,9206,1995-03-17,Friday,10,W,Stanford,Cardinal,STAN,683ab61f-546f-44da-b085-c3a5740554aa,Stanford,674,1390,70,07,W,Charlotte,49ers,CHAR,8ddbfca9-a931-4908-aa31-9fcd17624b5f,Charlotte,458,1150,68,0,1994
1996,64,9569,1996-03-14,Thursday,09,W,Stanford,Cardinal,STAN,683ab61f-546f-44da-b085-c3a5740554aa,Stanford,674,1390,66,08,W,Bradley,Braves,BRAD,b47d10b8-a2a5-47df-a2f9-7bd0b9d51beb,Bradley,72,1133,58,0,1995
2008,64,13959,2008-03-21,Friday,02,W,Tennessee,Volunteers,TENN,b827dbdf-230f-4916-9703-3bb9004e26eb,Tennessee,694,1397,72,15,W,American University,Eagles,AMER,2f513e67-f019-4eec-9096-fbc5911858b6,American,23,1110,57,0,2007
2008,32,13961,2008-03-23,Sunday,02,W,Tennessee,Volunteers,TENN,b827dbdf-230f-4916-9703-3bb9004e26eb,Tennessee,694,1397,76,07,W,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,71,1,2007
1999,64,10662,1999-03-12,Friday,04,W,Tennessee,Volunteers,TENN,b827dbdf-230f-4916-9703-3bb9004e26eb,Tennessee,694,1397,62,13,W,Delaware,Fightin Blue Hens,DEL,0affc15f-641d-4211-970d-fb9fb8d36842,Delaware,180,1174,52,0,1998
1995,32,9208,1995-03-19,Sunday,06,W,Tulsa,Golden Hurricane,TLSA,2959bd24-7007-41ae-a3a3-abdf26888cfc,Tulsa,719,1409,64,14,W,Old Dominion,Monarchs,ODU,ce967953-5c50-4220-87b2-99acb9606e84,Old Dominion,523,1330,52,0,1994
1995,64,9206,1995-03-17,Friday,06,W,Tulsa,Golden Hurricane,TLSA,2959bd24-7007-41ae-a3a3-abdf26888cfc,Tulsa,719,1409,68,11,W,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,62,0,1994
1999,64,10662,1999-03-12,Friday,09,W,Tulsa,Golden Hurricane,TLSA,2959bd24-7007-41ae-a3a3-abdf26888cfc,Tulsa,719,1409,62,08,W,Charleston,Cougars,COFC,8548dacb-3636-48a8-8c46-611ab0c15fc0,Col. of Charleston,1014,1158,53,0,1998
2002,64,11760,2002-03-14,Thursday,12,W,Tulsa,Golden Hurricane,TLSA,2959bd24-7007-41ae-a3a3-abdf26888cfc,Tulsa,719,1409,71,05,W,Marquette,Golden Eagles,MARQ,06f7c904-0ac7-4125-b0f4-f4871bb69057,Marquette,387,1266,69,0,2001
2006,64,13223,2006-03-16,Thursday,12,W,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,1401,66,05,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,58,0,2005
1990,64,7379,1990-03-16,Friday,07,W,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,68,10,W,UAB,Blazers,UAB,63a8fdcf-b51b-4de3-8a57-2a6e41d362ce,UAB,9,1412,56,0,1989
1990,32,7381,1990-03-18,Sunday,07,W,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,71,02,W,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,70,0,1989
2001,64,11396,2001-03-15,Thursday,04,W,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,61,13,W,Hofstra,Pride,HOF,36ca2008-cd2e-4549-8b3b-c745167e07f3,Hofstra,283,1220,48,0,2000
2009,64,14322,2009-03-19,Thursday,06,W,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,65,11,W,Virginia Commonwealth,Rams,VCU,c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518,VCU,740,1433,64,0,2008
2001,32,11398,2001-03-17,Saturday,04,W,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,75,12,W,Utah State,Aggies,USU,7672ff16-8436-47e6-8546-0fb5494ec7ee,Utah St.,731,1429,50,0,2000
2011,68,15049,2011-03-16,Wednesday,16,W,UTSA,Roadrunners,UTSA,953151f2-1e42-4cb0-a99e-202493a64dcf,UTSA,706,1427,70,16,W,Alabama State,Hornets,ALST,267d417a-8f85-4c87-a15a-068c089a74c6,Alabama St.,7,1106,61,0,2010
1997,64,9933,1997-03-13,Thursday,04,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,101,13,W,LIU Brooklyn,Blackbirds,LIU,82c12e8d-7c6c-47d8-b100-3cbc190d268e,LIU Brooklyn,361,1254,91,0,1996
2014,64,16149,2014-03-20,Thursday,02,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,73,15,W,Milwaukee,Panthers,MILW,5d77800f-1ae6-4b66-8e97-b0dbb8bbc717,Milwaukee,797,1454,53,0,2013
2009,32,14324,2009-03-21,Saturday,03,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,89,06,W,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,69,0,2008
1991,64,7743,1991-03-15,Friday,09,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,50,08,W,Princeton,Tigers,PRIN,fe406882-9f22-495e-9df6-ef357a6803c6,Princeton,554,1343,48,0,1990
2015,64,16513,2015-03-19,Thursday,01,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,93,16,W,Lafayette,Leopards,LAF,6af02334-9ac3-452f-bcf4-20abdb72bd07,Lafayette,342,1248,52,0,2014
2017,64,17241,2017-03-16,Thursday,01,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,76,16,W,Mount St. Mary's,Mountaineers,MSM,5fe4a398-1699-4442-a364-305b2f0ac01e,Mt. St. Mary's,450,1291,56,0,2016
2009,64,14322,2009-03-19,Thursday,03,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,80,14,W,American University,Eagles,AMER,2f513e67-f019-4eec-9096-fbc5911858b6,American,23,1110,67,0,2008
2009,16,14329,2009-03-26,Thursday,03,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,77,02,W,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,54,0,2008
2009,8,14331,2009-03-28,Saturday,03,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,78,01,W,Pittsburgh,Panthers,PITT,24051034-96bb-4f78-a3a6-312f3258780f,Pittsburgh,545,1338,76,0,2008
1995,64,9205,1995-03-16,Thursday,01,W,Wake Forest,Demon Deacons,WAKE,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Wake Forest,749,1448,79,16,W,North Carolina A&T,Aggies,NCAT,53aaac6a-796e-41a6-a04e-6ce74c5717f8,N.C. A&T,488,1299,47,0,1994
2003,64,12132,2003-03-21,Friday,02,W,Wake Forest,Demon Deacons,WAKE,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Wake Forest,749,1448,76,15,W,East Tennessee State,Buccaneers,ETSU,d750d88f-f7b8-4bc3-a5f6-36e7a67ec93e,ETSU,198,1190,73,0,2002
2005,64,12859,2005-03-17,Thursday,02,W,Wake Forest,Demon Deacons,WAKE,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Wake Forest,749,1448,70,15,W,Chattanooga,Mocs,CHAT,4c9fb59b-6cec-4b0d-bb0f-628b391d138c,Chattanooga,693,1151,54,0,2004
1995,32,9207,1995-03-18,Saturday,01,W,Wake Forest,Demon Deacons,WAKE,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Wake Forest,749,1448,64,09,W,Saint Louis,Billikens,SLU,1e42cce3-236b-4f3e-9650-2c45e6332e1e,Saint Louis,609,1387,59,0,1994
2010,64,14686,2010-03-18,Thursday,09,W,Wake Forest,Demon Deacons,WAKE,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Wake Forest,749,1448,81,08,W,Texas,Longhorns,TEX,6ed15092-2670-450a-99c2-61d861e87644,Texas,703,1400,80,1,2009
2011,64,15051,2011-03-18,Friday,07,W,Washington,Huskies,WASH,e52c9644-717a-46f4-bf16-aeca000b3b44,Washington,756,1449,68,10,W,Georgia,Bulldogs,UGA,4f4b0771-994c-4126-822d-7525aaa00f65,Georgia,257,1208,65,0,2010
2010,64,14686,2010-03-18,Thursday,11,W,Washington,Huskies,WASH,e52c9644-717a-46f4-bf16-aeca000b3b44,Washington,756,1449,80,06,W,Marquette,Golden Eagles,MARQ,06f7c904-0ac7-4125-b0f4-f4871bb69057,Marquette,387,1266,78,0,2009
2005,32,12861,2005-03-19,Saturday,01,W,Washington,Huskies,WASH,e52c9644-717a-46f4-bf16-aeca000b3b44,Washington,756,1449,97,08,W,Pacific,Tigers,PAC,c9570e17-c4fd-41e6-908a-1a083941319d,Pacific,534,1334,79,0,2004
1998,64,10297,1998-03-12,Thursday,11,W,Washington,Huskies,WASH,e52c9644-717a-46f4-bf16-aeca000b3b44,Washington,756,1449,69,06,W,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,68,0,1997
2005,64,12859,2005-03-17,Thursday,01,W,Washington,Huskies,WASH,e52c9644-717a-46f4-bf16-aeca000b3b44,Washington,756,1449,88,16,W,Montana,Grizzlies,MONT,e3848467-66c0-41e5-8283-02e3586d8601,Montana,441,1285,77,0,2004
2010,32,14688,2010-03-20,Saturday,11,W,Washington,Huskies,WASH,e52c9644-717a-46f4-bf16-aeca000b3b44,Washington,756,1449,82,03,W,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,64,0,2009
1998,32,10299,1998-03-14,Saturday,11,W,Washington,Huskies,WASH,e52c9644-717a-46f4-bf16-aeca000b3b44,Washington,756,1449,81,14,W,Richmond,Spiders,RICH,9b66e1e0-aace-4671-9be2-54c8acf5ecfc,Richmond,575,1350,66,0,1997
2005,64,12859,2005-03-17,Thursday,04,X,Boston College,Eagles,BC,4b3ff02c-e0ba-435b-a565-6075bc491684,Boston College,67,1130,85,13,X,Pennsylvania,Quakers,PENN,e6c94452-1adf-4fb9-90e5-10f165c57c5a,Penn,540,1335,65,0,2004
1991,4,7758,1991-03-30,Saturday,03,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,79,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,73,0,1990
1997,32,9935,1997-03-15,Saturday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,75,08,X,Purdue,Boilermakers,PUR,12d7f888-675b-459f-9099-a38f771d8a95,Purdue,559,1345,61,0,1996
1991,64,7742,1991-03-14,Thursday,03,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,55,14,X,New Orleans,Privateers,UNO,e7ff6d5c-07e9-42af-955d-0a0b8c1e2288,New Orleans,474,1309,49,0,1990
1991,16,7749,1991-03-21,Thursday,03,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,83,02,X,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,65,0,1990
1993,32,8479,1993-03-20,Saturday,02,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,90,07,X,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,76,0,1992
2002,8,11770,2002-03-24,Sunday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,104,02,X,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,1332,86,0,2001
2008,16,13966,2008-03-28,Friday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,72,12,X,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,57,0,2007
2002,32,11762,2002-03-16,Saturday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,86,08,X,Stanford,Cardinal,STAN,683ab61f-546f-44da-b085-c3a5740554aa,Stanford,674,1390,63,0,2001
2008,8,13968,2008-03-30,Sunday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,59,10,X,Davidson,Wildcats,DAV,2920c5fa-1e86-4958-a7c4-1e97b8e201d8,Davidson,173,1172,57,0,2007
2012,64,15415,2012-03-16,Friday,02,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,65,15,X,Detroit,Titans,DET,1b78e7f6-f25c-4921-98e2-9bc565f8dfb4,Detroit Mercy,184,1178,50,0,2011
1986,8,5925,1986-03-23,Sunday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,75,06,X,North Carolina State,Wolfpack,NCST,52df1e19-b142-4a76-a439-ad68455d0581,NC State,490,1301,67,0,1985
1997,64,9933,1997-03-13,Thursday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,78,16,X,Jackson State,Tigers,JKST,c444e03b-d16b-48b2-9b18-823c2647d41d,Jackson St.,314,1238,64,0,1996
2008,2,13976,2008-04-07,Monday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,75,01,Y,Memphis,Tigers,MEM,1551b3a0-6d10-4ffa-8dfa-73b56f004553,Memphis,404,1272,68,1,2007
1987,64,6280,1987-03-13,Friday,05,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,66,12,X,Houston,Cougars,HOU,1f99a164-d593-4d81-85d5-0d7889d6f486,Houston,288,1222,55,0,1986
1991,32,7744,1991-03-16,Saturday,03,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,77,06,X,Pittsburgh,Panthers,PITT,24051034-96bb-4f78-a3a6-312f3258780f,Pittsburgh,545,1338,66,0,1990
2008,32,13960,2008-03-22,Saturday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,75,08,X,UNLV,Rebels,UNLV,68a3227f-677f-43b0-9a3a-cad79d0df9e2,UNLV,465,1424,56,0,2007
1994,32,8843,1994-03-19,Saturday,04,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,69,05,X,Wake Forest,Demon Deacons,WAKE,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Wake Forest,749,1448,58,0,1993
1988,64,6651,1988-03-18,Friday,06,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,85,11,X,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,72,0,1987
1988,2,6668,1988-04-04,Monday,06,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,83,01,Y,Oklahoma,Sooners,OKLA,b2fda957-e15c-4fb2-8a13-6e58496f561e,Oklahoma,522,1328,79,0,1987
2012,32,15417,2012-03-18,Sunday,02,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,63,10,X,Purdue,Boilermakers,PUR,12d7f888-675b-459f-9099-a38f771d8a95,Purdue,559,1345,60,0,2011
1991,8,7751,1991-03-23,Saturday,03,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,93,01,X,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,81,0,1990
1988,8,6660,1988-03-27,Sunday,06,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,71,04,X,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,58,0,1987
1986,64,5915,1986-03-13,Thursday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,71,16,X,North Carolina A&T,Aggies,NCAT,53aaac6a-796e-41a6-a04e-6ce74c5717f8,N.C. A&T,488,1299,46,0,1985
2012,4,15430,2012-03-31,Saturday,02,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,64,02,W,Ohio State,Buckeyes,OSU,857462b3-0ab6-4d26-9669-10ca354e382b,Ohio St.,518,1326,62,0,2011
1988,4,6666,1988-04-02,Saturday,06,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,66,02,W,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,59,0,1987
1994,64,8841,1994-03-17,Thursday,04,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,102,13,X,Chattanooga,Mocs,CHAT,4c9fb59b-6cec-4b0d-bb0f-628b391d138c,Chattanooga,693,1151,73,0,1993
1993,8,8486,1993-03-27,Saturday,02,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,83,01,X,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,77,0,1992
2014,64,16150,2014-03-21,Friday,02,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,80,15,X,Eastern Kentucky,Colonels,EKY,e48e3dd5-721c-4d96-8ff4-790fe2597bfd,Eastern Ky.,202,1184,69,0,2013
2002,16,11768,2002-03-22,Friday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,73,04,X,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,69,0,2001
2008,4,13974,2008-04-05,Saturday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,84,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,66,0,2007
1987,32,6282,1987-03-15,Sunday,05,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,67,13,X,Missouri State,Bears,MOSU,b83de2df-328f-4303-9895-cdff048fb1ed,Missouri St.,669,1283,63,0,1986
2002,64,11760,2002-03-14,Thursday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,70,16,X,Holy Cross,Crusaders,HC,31aedd91-a77e-46c1-8bdc-80e9860c159d,Holy Cross,285,1221,59,0,2001
1988,32,6653,1988-03-20,Sunday,06,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,61,14,X,Murray State,Racers,MURR,77a69fb0-1355-4342-ac09-b4cc7949d95e,Murray St.,454,1293,58,0,1987
1993,16,8484,1993-03-25,Thursday,02,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,93,06,X,California,Golden Bears,CAL,aacdc78d-b7fa-48f6-9686-2fdb8a95030e,California,107,1143,76,0,1992
2013,32,15788,2013-03-24,Sunday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,70,08,X,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,58,0,2012
2012,8,15424,2012-03-25,Sunday,02,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,80,01,X,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,67,0,2011
2012,16,15422,2012-03-23,Friday,02,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,60,11,X,North Carolina State,Wolfpack,NCST,52df1e19-b142-4a76-a439-ad68455d0581,NC State,490,1301,57,0,2011
2013,64,15786,2013-03-22,Friday,01,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,64,16,X,Western Kentucky,Hilltoppers,WKU,881380da-861c-4ab6-a7d2-20699d8ea883,Western Ky.,772,1443,57,0,2012
1999,64,10662,1999-03-12,Friday,06,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,95,11,X,Evansville,Aces,EVAN,d8217105-e9c2-4267-9538-3aaeea1ae167,Evansville,219,1191,74,0,1998
